"篇名","条","見出し","山海経訳","現行地","距離補正","音韻データ","アイヌ語解釈","出典"
"海内東経","会稽、楚","会稽","「会稽山は偉大なる楚の南にあり」","会稽。","","上古音：「會」ɡʰ wɑd／ɣ uat／ɣ uɑd／ɡ war／gw adh
上古音：「會」k wɑd／k uat／k uɑd／k war／kw adh
上古音：「稽」k iər／kʰ iei／kʰ ied／kʰ er／kh idx","アイヌ語：会稽＝「ク・アッ・キル・アッ(ku-at-kir-at)
」＝「矢（先のように鋭い峰）が・たくさんある・山脚が・たくさんある（ところ）」
※アイヌ語「ク＝弓」。中国大陸、朝鮮半島では「ク＝矢」の可能性。サハリン、シベリアのニヴフ（ギリヤーク）語も「ク＝矢」。","jomon2_bnum68.html"
"海内東経","会稽、楚","楚","「会稽山は偉大なる楚の南にあり」","会稽。","","上古音：「楚」tʂʰ i̯o／tʃʰ ǐa／tsʰ aɡ／tsʰ iaɣ／tsh rjagx","アイヌ語：楚＝「テュ・アク(tu-ak)」＝「峰の・弟」","jomon2_bnum68.html"
"西山首経","錢來の山","錢來の山","「西山経、華山の首（はじめ）は錢來の山といい、頂上には松が多く、ふもとには洗石が多い」","","「太華の山＝華山」の東方【「山海経記載105里」×0.21＝28.4 km】の山","上古音：「錢」dzʰ i̯an／dz ǐan／dzʰ jæn／dz jian／dz jan
上古音：「錢」 ts i̯an／ts ǐan／ts jæn／ts jian／ts janx
上古音：「來」l əɡ／l ə／l ə̂ɡ／l əɣ／l əg","アイヌ語：錢來の山＝「テュ・アゥ・ウン・ル・アク(tu-aw-un-ru-ak)」＝「峰の・角、枝分かれ・にある・消えかかった・弟（のように小さいもの）」","jomon2_bnum68.html"
"西山首経","錢來の山／羬羊","羬羊","「獣がいる。その状は羊の如くで馬の尾。名は羬羊（大羊）。その脂は腊（せき：ひび）をいやすによろし」","","","上古音：「咸」ɡʰ æm／ɣ eəm／ɣ əm／ɡ rəm／g rəm
上古音：「羊」z i̯aŋ／ʎ ǐaŋ／ɡ jaŋ／ɣr iaŋ／r ang","アイヌ語：羬羊＝「キル・アム・キル・アゥ・ウン(kir-am-kir-aw-un)」＝「山脚の・爪の（ように平べったく鋭い）・山脚の・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"西山首経","松果の山","松果","「西へ四十五里。松果の山といい、濩水ながれ北流して渭水に注ぐ。水中に銅が多い」","","「太華の山＝華山」の東方【「山海経記載60里」×0.21＝12.6 km】の山","上古音：「松」dz i̯uŋ／z ǐwɔŋ／z juŋ／r jewŋ／sg jung
上古音：「果」 kl wɑr／k uai／k uɑ／k wa／kw arx","アイヌ語：松果＝「テュン・ク・アゥ(tun-ku-aw)」＝「間の・矢の（ように鋭い峰の）・角、枝分かれ」
※アイヌ語「ク＝弓」。中国大陸、朝鮮半島では「ク＝矢」の可能性。サハリン、シベリアのニヴフ（ギリヤーク）語も「ク＝矢」。","jomon2_bnum68.html"
"西山首経","松果の山／䳋渠","䳋渠","「鳥がいる。その名は䳋渠。その状は山雉の如く、黒い身、赤い脚、𦢊（はく：あかぎれ）をいやすによろし」","","","上古音：「鳥」t ／t iu／t ioɡ／t eəw／t iəgwx
上古音：「渠」- ɡʰ i̯o／g ǐa／ɡʰ jaɡ／ɡ jaɣ／g jag","アイヌ語：䳋渠＝「テュ・アク・キル・アク(tu-ak-kir-ak)」＝「峰の・弟（のように小さいもの）・山脚の・弟」","jomon2_bnum68.html"
"西山首経","太華の山","太華","「さらに西へ六十里。太華の山（西嶽）といい、削りあげたようで四角。その高さは五千仞。その広さは十里。鳥獣住むことなし」","","","上古音：「太」tʰ ɑd／tʰ at／- -／tʰ ar／- -
上古音：「華」ɡʰ wɔ／ɣ oa／ɣ uăɡ／ɡ rwaɣ／gw ragh
上古音：「華」- -／h oa／x uăɡ／x rwaɣ／hw rag","アイヌ語：太華
＝「テュ・アッ・キル・アク(tu-at-kir-ak)」＝「峰が・たくさんある・山脚の・弟（のように小さいもの）」
or「テュ・アッ・シル・アク(tu-at-sir-ak)」＝「峰が・たくさんある・山の・弟（のように小さいもの）」","jomon2_bnum68.html"
"西山首経","太華の山／肥𧔥","肥𧔥","「蛇がいる。名は肥𧔥。六つの足。四つの翼。これが現れると天下おおいに旱する」","","","上古音：「肥」bʰ i̯wər／b ǐwəi／bʰ juə̆d／b jiwər／b jəd
上古音：「遺」ɡ i̯wæd／ʎ ǐwəi／ɡ juəd／ɣr iwər／gw rjəd
上古音：「遺」- -／ʎ ǐwəi／ɡ juəd／- -／gw rjədh","アイヌ語：肥𧔥＝「ピル・アッ・キル・アッ(pir-at-kir-at)」＝「傷（のように切り刻まれた峰）が・たくさんある・山脚が・たくさんある（ところ）」","jomon2_bnum68.html"
"西山首経","小華の山","小華","「さらに西へ八十里、小華の山といい、山の木には茨・杞が多く、獣には㸲牛（さくぎゅう：野牛）が多い」","","「太華の山＝華山」の西方【「山海経記載80里」×0.21＝16.8 km】の山","上古音：「小」s i̯oɡ／s ǐau／s jɔɡ／s jiaw／s jagwx
上古音：「華」ɡʰ wɔ／ɣ oa／ɣ uăɡ／ɡ rwaɣ／gw ragh
上古音：「華」- -／h oa／x uăɡ／x rwaɣ／hw rag","アイヌ語：小華
＝「シル・アク・キル・アク(sir-ak-kir-ak)」＝「山の・弟（のように小さいもの）・峰の・弟」
or「シル・アク・シル・アク(sir-ak-sir-ak)」＝「山の・弟（のように小さいもの）・山の・弟」※たくさんの小さい山。","jomon2_bnum68.html"
"西山首経","符禺の山","符禺","「さらに西へ八十里、符禺の山といい、山の南には銅が多く、北には、鉄が多い。＜中略＞符禺の水ながれて北流して渭に注ぐ」","","「太華の山＝華山」の西方【「山海経記載160里」×0.21＝33.6 km】の山","上古音：「符」bʰ i̯u／b ǐwɔ／bʰ juɡ／b jew／b jug
上古音：「禺」ŋ i̯u／ŋ ǐwɔ／ŋ juɡ／ŋ jew／ng jug
上古音：「禺」ŋ i̯u／- -／ŋ juɡ／ŋ jew／ng jugh","アイヌ語：符禺＝「ピル・ク・キル・ク(pir-ku-kir-ku)」＝「傷の（ように切り刻まれた）・矢（のように鋭い峰）・山脚の・矢」
※アイヌ語「ク＝弓」。中国大陸、朝鮮半島では「ク＝矢」の可能性。サハリン、シベリアのニヴフ（ギリヤーク）語も「ク＝矢」。","jomon2_bnum68.html"
"西山首経","符禺の山／葱聾","葱聾","「獣には葱聾が多く、その状は羊の如くで赤い鬣（たてがみ）」","","","上古音：「葱」tsʰ uŋ／tsʰ ɔŋ／tsʰ ûŋ／tsʰ ewŋ／tsh ung
上古音：「聾」l uŋ／l ɔŋ／l ûŋ／l ewŋ／l ung","アイヌ語：葱聾＝「テュン・ル・アゥ・ウン(tun-ru-aw-un)」＝「間の・消えかかった・角、枝分かれ・にある（ところ）」
※アイヌ語「ク＝弓」。中国大陸、朝鮮半島では「ク＝矢」の可能性。サハリン、シベリアのニヴフ（ギリヤーク）語も「ク＝矢」。","jomon2_bnum68.html"
"西山首経","符禺の山／鴖","鴖","「鳥には鴖が多く、その状は翠（かわせみ）の如くで赤い喙（くちさき）。これを飼うと火をふせぐによろし」","","","上古音：「民」m i̯ən, i̯ĕn／m ǐen／m jen／m jien／m jiən, jin","アイヌ語：鴖＝「ムィ・エ・エン(muy-e-en)」＝「頂が・そこで・突き出ている（ところ）」","jomon2_bnum68.html"
"西山首経","石脆の山","石脆","「さらに西へ六十里、石脆の山といい、山の木には椶樹（しゅろのき）が多い」","","「太華の山＝華山」の西方【「山海経記載220里」×0.21＝46.2 km】の山","上古音：「石」ȡ i̯ăk／ʑ iak／- -／d jiak／d jiak
上古音：「脆」tsʰ i̯wad／tsʰ ǐwat／tsʰ juæd／tsʰ jiwar／tsh juadh","アイヌ語：石脆＝「テュ・アク・テュ・アッ(tu-ak-tu-at)」＝「峰の・弟（のように小さい）・峰が・たくさんある（ところ）」","jomon2_bnum68.html"
"西山首経","英山","英山","「さらに西へ七十里、英山といい、頂上には杻（ちゅう：もちのき）・橿（きょう：かしのき）が多く、山の北には鉄が多く、南には赤金が多い」","","「太華の山＝華山」の西方【「山海経記載290里」×0.21＝60.9km】の山","上古音：「英」ʔ i̯ăŋ／0 iaŋ／ʔ jăŋ／ʔ iaŋ／· jiang
上古音：「山」s ăn／ʃ ean／-／s rian／s rian","アイヌ語：英山＝「イ・アゥ・ウン・シル・アゥ・ウン(i-aw-un-sir-aw-un)」＝「その・角、枝分かれ・にある（ところ）・山の・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"西山首経","英山／䰷魚","䰷魚","「禺水ながれて北流し招水に注ぐ。水中に䰷魚が多く、その状は鼈（すっぽん）の如く、その声は羊のよう。＜中略＞鳥がいる。その状は鶉の如く、黄色い身で赤い喙。その名は肥遺」","","","上古音：「丰」pʰ i̯uŋ／pʰ ǐwɔŋ／pʰ juŋ／pʰ jewŋ／ph jung
上古音：「魚」ŋ i̯o／ŋ ǐa／ŋ jaɡ／ŋ jaɣ／ng jag","アイヌ語：䰷魚＝「ピル・ウン・キル・アク(pir-un-kir-ak)」＝「傷（のように切り刻まれた峰）・にある・山脚の・弟（のように小さいもの）」","jomon2_bnum68.html"
"西山首経","英山／䰷魚","肥遺","「禺水ながれて北流し招水に注ぐ。水中に䰷魚が多く、その状は鼈（すっぽん）の如く、その声は羊のよう。＜中略＞鳥がいる。その状は鶉の如く、黄色い身で赤い喙。その名は肥遺」","","","上古音：「肥」bʰ i̯wər／b ǐwəi／bʰ juə̆d／b jiwər／b jəd
上古音：「遺」ɡ i̯wæd／ʎ ǐwəi／ɡ juəd／ɣr iwər／gw rjəd
上古音：「遺」- -／ʎ ǐwəi／ɡ juəd／- -／gw rjədh","アイヌ語：肥遺＝「ピル・アッ・キル・アッ(pir-at-kir-at)」＝「傷（のように切り刻まれた峰）が・たくさんある・山脚が・たくさんある（ところ）」","jomon2_bnum68.html"
"西山首経","竹山","竹山","「さらに西へ五十二里、竹山といい、頂上には高い木が多く、山の北には鉄が多い」","","「太華の山＝華山」の西方【「山海経記載342里」×0.21＝71.8 km】の山","上古音：「竹」t -／t ǐuk／t jok／t iəwk／t rjəkw
上古音：「山」s ăn／ʃ ean／- -／s rian／s rian","アイヌ語：竹山＝「テュ・アク・シル・アゥ・ウン(tu-ak-sir-aw-un)」＝「峰の・弟の（ように小さい）・山の・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"西山首経","竹山／豪彘","豪彘","「獣がいる。その状は豚の如くで白い毛。大きさは笄（かんざし）の如くで毛の端は黒い。名は豪彘」","","","上古音：「豪」ɡʰ oɡ／ɣ au／ɣ ɔ̂ɡ／ɡ aw／g agw
上古音：「彘」dʰ i̯ad／d ǐet／- -／- -／- -","アイヌ語：豪彘＝「キル・アク・テュ・アッ(kir-ak-tu-at)」＝「山脚の・弟の（ように小さい）・峰が・たくさんある（ところ）」","jomon2_bnum68.html"
"西山首経","浮山","浮山","「さらに西へ百二十里、浮山という。肦（はん）木多く、のこぎり葉であるが傷（とげ）はなく、木の中に虫がいる」","","「太華の山＝華山」の西方【「山海経記載462里」×0.21＝97.02 km】の山","上古音：「浮」bʰ -／b ǐu／bʰ jŏɡ／b jəw／b jəgw
上古音：「山」s ăn／ʃ ean／-／s rian／s rian","アイヌ語：浮山＝「ピル・アク・シル・アゥ・ウン(pir-ak-sir-aw-un)」＝「傷の（ように切り刻まれた）・弟の（ように小さい）・山の・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"西山首経","羭次の山","羭次","「さらに西へ七十里、羭次の山といい、漆水ながれ北流して渭に注ぐ。頂上には棫（たらのき）・橿（かしのき）が多く、麓には竹・箭が多い。山の北には赤銅多く、南には嬰垣の玉が多い」","","「大時の山＝太白山」の東方【「山海経記載500里」×0.21＝105 km】の山","上古音：「羭」d i̯u／- -／- -／r iew／- -
上古音：「次」tsʰ i̯ər／tsʰ ǐei／tsʰ jed／tsʰ jier／tsh jidh","アイヌ語：羭次＝「リ・アゥ・テュ・アッ(ri-aw-tu-at)」＝「高い・角、枝分かれの・峰が・たくさんある（ところ）」","jomon2_bnum68.html"
"西山首経","羭次の山／嚻","嚻","「獣がいる。その状は禺（さる）の如くで長い臂（かいな）。よく投げる。その名は嚻」","","","上古音：「嚻」x i̯oɡ／h ǐau／x jɔ̆ɡ／x iaw／h jagw","アイヌ語：嚻＝「シル・アク(sir-ak)」＝「山の・弟（のように小さいもの）」","jomon2_bnum68.html"
"西山首経","羭次の山／橐𩇯","橐𩇯","「鳥がいる。その状は梟の如く、人面で一つの足。橐𩇯という。冬にあらわれ、夏はかくれる。（その羽をつけると）雷もこわくない」","","","上古音：「橐」tʰ ɑk／tʰ ak／tʰ ɑk／tʰ ak／th ak
上古音：「非」p i̯wər／p ǐwəi／p juə̆d／p jiwər／p jəd","アイヌ語：橐𩇯＝「タク・ピル・アッ(tak-pir-at)」＝「石の・傷（のように切り刻まれたもの）が・たくさんある（ところ）」","jomon2_bnum68.html"
"西山首経","時山","時山","「さらに西へ百五十里、時山といい、草木なし。逐水ながれ、北流して渭に注ぐ。」","","「大時の山＝太白山」の東方【「山海経記載350里」×0.21＝73.5 km】の山","上古音：「時」ȡ i̯əɡ／ʑ ǐə／ʑ jəɡ／d jiəɣ／d jəg
上古音：「山」s ăn／ʃ ean／-／s rian／s rian","アイヌ語：時山＝「テュ・アク・シル・アゥ・ウン(tu-ak-sir-aw-un)」＝「峰の・弟の（ように小さい）・山の・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"西山首経","南山","南山","「さらに西へ百七十里、南山といい、頂上には丹粟（たんしゃ）が多い。丹水がながれ北流して渭に注ぐ。」","","「大時の山＝太白山」の東方【「山海経記載180里」×0.21＝37.8 km】の山","上古音：「南」n əm／n əm／n ə̂m／n əm／n əm
上古音：「山」s ăn／ʃ ean／-／s rian／s rian","アイヌ語：南山＝「ニ・アム・シル・アゥ・ウン(ni-am-sir-aw-un)」＝「棒の（ように細長い）・爪の（ように平べったく鋭い）・山の・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"西山首経","大時の山","大時","「さらに西へ百八十里。大時の山といい、頂上には穀（こうぞ）、柞（ははそ）が多く、麓には杻・橿が多い。北には銀が多く、南には白玉が多い。涔水（しんすい）ながれ北流して渭に注ぐ。清水ながれ南流して漢水に注ぐ」","","","上古音：「大」tʰ ɑd, dʰ ɑd／d at／dʰ ɑd／d ar／d adh
上古音：「時」ȡ i̯əɡ／ʑ ǐə／ʑ jəɡ／d jiəɣ／d jəg","アイヌ語：大時＝「テュ・アッ・テュ・アク(tu-at-tu-ak)」＝「峰が・たくさんある・峰の・弟（のように小さいもの）」","jomon2_bnum68.html"
"西山首経","大時の山","太乙（※大時の別名『史記』）","「さらに西へ百八十里。大時の山といい、頂上には穀（こうぞ）、柞（ははそ）が多く、麓には杻・橿が多い。北には銀が多く、南には白玉が多い。涔水（しんすい）ながれ北流して渭に注ぐ。清水ながれ南流して漢水に注ぐ」","","","上古音：「太」tʰ ɑd／tʰ at／- -／tʰ ar／- -
上古音：「乙」ʔ i̯æt／0 ǐet／ʔ jət／ʔ iət／· jət","アイヌ語：太乙（※大時の別名『史記』）＝「テュ・アッ・イ・アッ(tu-at-i-at)」＝「峰が・たくさんある・それが・たくさんある（ところ）」","jomon2_bnum68.html"
"西山首経","大時の山","太白","「さらに西へ百八十里。大時の山といい、頂上には穀（こうぞ）、柞（ははそ）が多く、麓には杻・橿が多い。北には銀が多く、南には白玉が多い。涔水（しんすい）ながれ北流して渭に注ぐ。清水ながれ南流して漢水に注ぐ」","","","隋唐音：「太」tʰ ɑi／tʰ ɑi／tʰ ɑi／tʰ ɑi／th âi／tʰ ai
隋唐音：「白」bʰ ɐk／b ɐk／bʰ ɐk／b ak／b ɐk／bʰ ak","アイヌ語：太白＝「テュ・アィ・バケ(tu-ay-pake)」＝「峰の・矢の（ように鋭い）・岬」","jomon2_bnum68.html"
"西山首経","嶓冢の山","嶓冢","「さらに西へ三百二十里。嶓冢の山といい、漢水ながれて東南流し、沔江（べんこう）に注ぐ。嚻水ながれ北流して湯水に注ぐ」","","「大時の山＝太白山」の西方【「山海経記載320里」×0.25＝80.0 km】の山","上古音：「幡」pʰ i̯wăn／pʰ ǐwan／pʰ juăn／pʰ jwan／ph jan
上古音：「冢」t i̯uŋ／t ǐwɔŋ／t juŋ／t iewŋ／t rjungx","アイヌ語：嶓冢＝「ピル・アゥ・ウン・テュン(pir-aw-un-tun)」＝「傷の（ように切り刻まれた）・角、枝分かれ・にある・山間」","jomon2_bnum68.html"
"西山首経","天帝の山","天帝","「さらに西へ三百五十里。天帝の山といい、頂上には椶（しゅろ）、枏（くすのき）が多く、麓には菅、蕙（けい：かおりぐさ）が多い」","","","上古音：「天」tʰ ien／tʰ ien／tʰ ien／tʰ en／th in
上古音：「帝」t ieɡ／t ie／t ieɡ／t eɣ／t igh","アイヌ語：天帝＝「テュ・エ・エン・テュ・アク(tu-e-en-tu-ak)」＝「峰が・そこで・突き出ている・峰の・弟（のように小さいもの）」","jomon2_bnum68.html"
"西山首経","天帝の山","麦積","「さらに西へ三百五十里。天帝の山といい、頂上には椶（しゅろ）、枏（くすのき）が多く、麓には菅、蕙（けい：かおりぐさ）が多い」","","","上古音：「麥」m wæk／m eək／m uək／m rwək／m rək
上古音：「積」ts i̯ĕɡ／ts ǐe／ts jeɡ／ts jieɣ／ts jigh
上古音：「積」ts i̯ĕk／ts ǐek／ts jek／ts jiek／ts jik","アイヌ語：麦積＝「ム・アク・テュ・アク(mu-ak-tu-ak)」＝「ふさがっている・弟（のように小さいもの）・峰の・弟」","jomon2_bnum68.html"
"西山首経","皐塗の山","皐塗","「西南へ三百八十里、皐塗の山といい、薔水ながれ西流して、諸資の水に注ぐ。塗水ながれ南流して集獲の水に注ぐ」","","「天帝の山＝麦積山」の西南方【「山海経記載380里」×0.25＝95.0 km】の山","上古音：「皋」k -／k u／k ôɡ／k əw／k əgw
上古音：「塗」dʰ o／d a／- -／d aɣ／- -","アイヌ語：皐塗＝「ク・アク・テュ・アク(ku-ak-tu-ak)」＝「矢の（ように鋭い）・弟（のように小さいもの）・峰の・弟」
※アイヌ語「ク＝弓」。中国大陸、朝鮮半島では「ク＝矢」の可能性。サハリン、シベリアのニヴフ（ギリヤーク）語も「ク＝矢」。","jomon2_bnum68.html"
"西山首経","皐塗の山／𤣎如","𤣎如","「獣がいる。その状は鹿の如くで白い尾、馬の足、人の手、四つの角、名は𤣎如」","","","上古音：「嬰」ʔ i̯ĕŋ／0 ǐeŋ／ʔ jeŋ／ʔ jieŋ／· jing
上古音：「如」ȵ i̯o／ȵ ǐa／ȵ jaɡ／n jaɣ／n jag","アイヌ語：𤣎如＝「イ・エ・エン・ニ・アク(i-e-en-ni-ak)」＝「それが・そこで・突き出ている・棒の（ように細長い峰）の・弟（のように小さいもの）」","jomon2_bnum68.html"
"西山首経","皐塗の山／数斯","𤣎如","「鳥がいる。その状は鴟のごとくで人の足。名は数斯。これを食うと癭（えい：首のこぶ）によろし」","","","上古音：「數」sl i̯u／ʃ ǐwɔ／s uɡ／s iew／sl jugh
上古音：「數」s ŭk／ʃ eɔk／s uk／s rewk／sl uk
上古音：「斯」s i̯ĕɡ／s ǐe／s jeɡ／s jieɣ／s jig","アイヌ語：𤣎如＝「シル・ク・シル・アク(sir-ku-sir-ak)」＝「山の・矢の（ように鋭い）・山の・弟（のように小さいもの）」
※アイヌ語「ク＝弓」。中国大陸、朝鮮半島では「ク＝矢」の可能性。サハリン、シベリアのニヴフ（ギリヤーク）語も「ク＝矢」。","jomon2_bnum68.html"
"西山首経","黄山","皐塗","「さらに西へ百八十里。黄山といい、草木なく竹、箭が多い。肦水ながれ西流して赤水に注ぐ。水中に玉が多い」","","「天帝の山＝麦積山」の西南西方【「山海経記載860里」×0.25＝215.0 km】の山","上古音：「黄」ɡʰ wɑŋ／ɣ uaŋ／ɣ uɑŋ／ɡ waŋ／gw ang
上古音：「山」s ăn／ʃ ean／-／s rian／s rian","アイヌ語：皐塗＝「キル・アゥ・ウン・シル・アゥ・ウン(kir-aw-un-sir-aw-un)」＝「山脚の・角、枝分かれ・にある（ところ）・山の・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"西山首経","翠山","翠山","「さらに西へ二百里、翠山といい、頂上には椶（しゅろ）・枏（くすのき）、麓には竹・箭が多い。山の南には黄金・玉が多く、北には旄牛（ぼうぎゅう：からうし）、レイ（かもしか）・麝（じゃこうじか）が多い」","","「天帝の山＝麦積山」の西南西方【「山海経記載1060里」×0.25＝265.0 km】の山","上古音：「翠」tsʰ i̯wəd／tsʰ ǐwəi／tsʰ juəd／tsʰ jiwər／tsh jədh
上古音：「山」s ăn／ʃ ean／-／s rian／s rian","アイヌ語：翠山＝「テュ・アッ・シル・アゥ・ウン(tu-at-sir-aw-un)」＝「峰が・たくさんある・山の・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
"西山首経","翠山／鸓","翠山","「鸓（るい：むささび）が多く、その状は鵲の如く、赤黒くて二つの首、四つの足、火をふせぐによろし」","","","上古音：「鸓」- -／- -／l juəd／l iwər／l jədx","アイヌ語：翠山＝「リ・アゥ・アッ(ri-aw-at)」＝「高い・角、枝分かれが・たくさんある（ところ）」","jomon2_bnum68.html"
"西山首経","騩山","騩山","「さらに西へ二百五十里、騩山といい、これが西海にさかいする。草木なくて玉が多い。凄水ながれ西流して海に注ぐ。山には采石（いろいし）・黄金が多く、丹粟が多い」","","「天帝の山＝麦積山」の西南西方【「山海経記載1310里」×0.25＝327.5 km】の山","上古音：「騩」- -／- -／k juəd／k iwər／kw jiədh
上古音：「山」s ăn／ʃ ean／-／s rian／s rian","アイヌ語：騩山＝「キル・アッ・シル・アゥ・ウン(kir-at-sir-aw-un)」＝「山脚が・たくさんある・山の・角、枝分かれ・にある（ところ）」","jomon2_bnum68.html"
